order_id,beer_id,amount
42169,1984,16
42170,1372,2
42170,914,2
42170,1091,2
42171,961,2
42172,496,2
42172,859,4
42172,1811,4
42172,840,2
42172,1795,2
42173,1512,2
42173,814,2
42173,1579,2
42173,1452,256
42174,1659,2
42174,578,64
42174,852,8
42174,1683,2
42174,440,2
42175,483,4
42175,1443,2
42175,1357,8
42175,1632,2
42176,233,2
42177,1470,64
42178,1428,2
42179,79,2
42179,1608,2
42180,1123,4
42181,1999,2
42182,324,4
42183,893,2
42184,441,2
42185,1295,2
42186,191,32
42187,1813,2
42188,19,4
42188,184,4
42188,402,2
42189,1163,2
42190,1280,2
42191,1118,2
42192,360,2
42192,1455,2
42192,885,2
42192,762,2
42192,238,2
42193,577,2
42193,345,2
42193,1396,16
42193,255,2
42194,1022,2
42195,804,2
42196,1211,2
42197,158,8
42198,1152,2
42199,20,128
42200,1766,64
42201,925,2
42202,1763,2
42203,1002,32
42203,518,128
42204,730,16
42205,407,2
42206,1289,2
42207,531,2
42208,1978,2
42209,1848,4
42209,9,2
42209,341,2
42209,1407,8
42210,376,2
42211,350,256
42212,1294,2
42213,1455,2
42214,1305,2
42215,965,2
42216,1313,128
42217,83,2
42218,1543,2
42218,1495,2
42218,616,2
42218,1807,4
42219,344,2
42220,607,2
42221,1259,2
42222,1186,2
42223,1164,2
42224,1865,2
42225,1775,8
42226,688,2
42227,1030,2
42228,1845,2
42229,532,2
42230,131,2
42231,1421,2
42232,1269,2
42232,1293,2
42233,9,2
42233,919,4
42233,1024,2
42233,428,2
42234,1287,2
42235,982,2
42236,1931,128
42236,1692,2
42236,159,2
42236,216,64
42237,1475,2
42238,327,2
42239,625,8
42240,1184,2
42240,1822,2
42241,1844,2
42242,1578,2
42243,1116,2
42243,1147,2
42243,240,2
42243,100,8
42244,1160,2
42245,665,4
42246,1437,2
42246,118,2
42246,1818,16
42246,1893,2
42247,435,128
42248,75,128
42249,719,2
42250,1726,2
42251,1977,2
42251,1786,2
42251,402,4
42252,14,2
42253,1852,2
42253,1072,4
42253,100,2
42253,988,2
42253,1545,2
42254,1096,2
42254,1830,2
42254,1417,4
42254,165,2
42254,997,2
42255,820,2
42255,1890,2
42255,443,16
42255,1918,2
42256,16,4
42257,1685,2
42258,547,2
42259,752,2
42259,984,2
42259,1036,2
42260,1305,2
42261,734,2
42262,1335,2
42263,105,128
42264,1141,2
42265,672,2
42266,655,2
42267,760,8
42268,57,2
42268,308,2
42268,1106,2
42269,416,4
42270,478,2
42271,322,2
42271,348,2
42271,800,2
42272,34,2
42273,1980,2
42274,1061,128
42274,439,256
42274,790,8
42274,462,2
42274,1154,16
42275,1313,64
42276,594,2
42277,1558,4
42278,9,2
42279,1684,2
42279,1850,8
42280,1634,4
42281,1205,2
42282,362,2
42283,913,2
42284,847,2
42285,64,32
42286,1361,2
42287,393,2
42288,193,4
42289,1412,16
42290,916,2
42291,121,2
42292,1774,2
42293,1905,2
42294,404,2
42295,1880,16
42296,582,2
42297,495,2
42298,1475,2
42299,889,2
42300,1482,64
42301,448,2
42301,606,2
42301,941,2
42301,1159,64
42301,742,2
42302,901,2
42302,1320,2
42302,370,64
42302,1261,2
42303,997,2
42304,1264,8
42305,80,2
42305,652,16
42306,926,64
42307,1967,2
42308,1320,2
42308,1342,2
42309,1561,2
42309,536,2
42309,1316,2
42309,648,2
42309,1300,2
42310,694,32
42311,1048,2
42312,216,4
42313,800,32
42314,549,2
42315,253,64
42316,600,4
42317,245,2
42318,1678,2
42319,48,2
42319,860,2
42320,1158,2
42320,657,2
42320,1649,2
42320,1635,2
42321,1101,2
42322,1608,4
42323,1275,2
42323,1772,2
42324,1659,2
42325,924,4
42326,159,256
42327,299,4
42328,1110,2
42328,877,2
42329,33,32
42330,1186,16
42331,305,2
42332,777,2
42333,1001,2
42333,232,2
42334,1277,32
42335,195,128
42336,199,2
42337,332,2
42338,125,4
42339,1954,2
42340,1632,2
42341,22,2
42342,1604,2
42343,926,32
42344,934,2
42345,1574,2
42345,981,2
42345,654,2
42345,1439,4
42346,522,2
42346,1546,2
42347,446,2
42348,197,2
42349,240,2
42349,1303,2
42349,523,2
42349,1451,16
42349,1582,2
42350,218,2
42351,1113,32
42352,1811,2
42353,267,32
42353,1471,16
42354,978,128
42355,1109,4
42356,1058,2
42357,1433,2
42358,1216,16
42358,1857,2
42359,644,2
42360,771,2
42361,1827,256
42362,463,8
42363,1033,2
42364,801,2
42365,1582,2
42366,1372,4
42367,1509,2
42368,251,2
42368,1994,2
42368,269,2
42369,1897,2
42370,1975,2
42371,1994,2
42372,405,32
42373,1121,4
42373,844,2
42374,581,2
42375,455,2
42376,602,4
42376,9,2
42376,1388,256
42377,1267,2
42378,399,2
42379,1334,2
42380,938,2
42380,1973,2
42380,1771,2
42380,1068,2
42380,1444,2
42381,60,8
42382,1621,2
42383,95,16
42384,1504,8
42385,1534,2
42386,28,4
42387,1293,2
42388,117,8
42388,505,2
42388,638,256
42388,1902,2
42389,396,2
42390,113,16
42391,1536,2
42392,520,2
42392,454,2
42393,1084,2
42394,1229,4
42394,1336,2
42394,800,256
42394,282,2
42395,1087,2
42396,1584,32
42397,1961,2
42398,1638,2
42399,908,2
42400,1359,2
42401,375,2
42402,47,2
42403,1104,2
42404,1798,2
42405,814,2
42406,199,2
42407,308,2
42408,1055,4
42409,262,2
42409,1346,2
42409,953,2
42409,1299,2
42409,1183,2
42410,1172,2
42411,1765,2
42412,1144,2
42413,1506,2
42414,1815,4
42415,1793,128
42416,1496,2
42417,1790,2
42418,1918,32
42418,429,4
42418,1641,2
42418,1690,2
42419,1306,2
42420,1010,2
42421,1803,2
42422,995,2
42423,1796,16
42424,1638,2
42425,270,2
42425,389,2
42425,1320,2
42425,767,2
42425,917,2
42426,543,2
42427,1405,2
42427,1454,2
42428,96,4
42429,70,2
42430,1061,2
42431,808,2
42432,1196,32
42433,1842,2
42434,701,2
42435,1991,256
42436,788,2
42437,1406,2
42438,65,2
42439,338,4
42440,1436,2
42441,1373,2
42442,1944,2
42442,1775,2
42442,1310,64
42442,997,2
42443,1459,2
42444,929,2
42445,539,2
42445,989,2
42445,1819,8
42445,441,128
42446,1696,2
42447,895,2
42447,438,2
42447,258,2
42448,89,2
42449,959,2
42450,1956,32
42451,1571,2
42451,510,2
42452,974,2
42453,50,2
42453,1524,2
42453,501,8
42453,671,32
42453,1415,2
42454,895,4
42455,1749,64
42455,1368,2
42456,518,2
42456,947,2
42456,1778,2
42457,1740,256
42458,345,2
42458,1354,4
42459,67,2
42460,1693,2
42460,469,2
42460,911,2
42460,1334,2
42461,148,2
42461,561,8
42461,693,2
42461,1709,2
42461,1971,2
42462,575,8
42462,478,2
42463,1025,2
42464,1474,8
42465,462,2
42466,1365,2
42466,1597,2
42466,413,4
42466,532,2
42466,373,2
42467,1296,2
42468,120,2
42469,82,2
42470,631,2
42471,1786,2
42471,290,2
42471,893,2
42472,1376,2
42472,1742,4
42472,1315,2
42473,1301,2
42474,934,32
42475,841,16
42476,1295,2
42477,738,32
42478,663,2
42478,1692,2
42479,1076,128
42479,1841,32
42480,77,2
42481,1367,2
42481,718,2
42482,1868,256
42482,653,128
42483,382,4
42484,991,4
42484,551,2
42484,933,2
42484,1558,8
42484,254,2
42485,570,8
42486,1210,2
42487,946,2
42488,960,2
42489,1298,2
42490,1793,2
42491,1987,2
42492,491,32
42492,1220,2
42492,1696,2
42492,591,2
42493,1471,8
42494,1728,32
42495,1139,64
42496,1687,2
42497,780,2
42497,283,2
42498,995,2
42499,93,2
42500,776,2
42501,1171,4
42501,554,2
42502,1911,16
42503,978,2
42504,633,2
42505,150,2
42506,1105,2
42507,1747,2
42508,860,64
42509,38,256
42510,117,2
42510,756,2
42511,862,2
42512,1489,16
42513,250,2
42514,598,2
42515,320,2
42516,164,16
42517,717,2
42518,1238,2
42519,897,2
42519,1387,2
42519,876,16
42519,554,2
42520,1244,2
42520,1621,32
42520,540,2
42520,403,4
42521,1267,2
42522,871,8
42523,239,2
42524,1880,2
42524,716,2
42524,1553,2
42524,812,8
42525,275,2
42525,378,2
42525,1864,2
42526,1376,2
42527,615,2
42528,871,2
42529,1681,2
42530,1881,8
42531,156,2
42531,207,2
42532,1441,2
42533,309,2
42534,632,256
42535,1262,2
42536,1669,16
42537,1489,2
42538,1093,2
42539,1345,2
42539,1518,4
42539,963,2
42539,1093,4
42540,1640,2
42541,1470,2
42541,1356,2
42542,349,2
42542,1221,4
42542,1108,4
42542,291,2
42542,607,32
42543,118,2
42544,1545,16
42545,290,2
42546,846,64
42547,459,2
42548,395,8
42549,1361,4
42550,1625,2
42551,1066,2
42551,532,2
42551,1049,2
42552,703,2
42552,850,2
42552,1100,128
42553,220,2
42554,1487,2
42555,1575,4
42555,1420,2
42556,969,2
42557,1568,2
42558,769,2
42559,1359,2
42560,584,2
42560,1325,2
42560,1376,32
42560,1750,2
42561,460,2
42562,1120,2
42563,1524,2
42563,1616,2
42563,208,2
42563,1183,8
42564,1317,2
42565,268,2
42566,1168,4
42566,1716,2
42567,1104,2
42568,509,2
42569,1637,2
42569,1083,2
42570,529,2
42570,1594,2
42570,1308,2
42570,1271,4
42571,1860,2
42572,189,2
42573,1500,2
42574,1116,4
42575,1949,2
42576,152,2
42577,1919,2
42578,1154,2
42579,42,2
42580,795,2
42581,1062,16
42582,1558,2
42582,1272,2
42582,1061,2
42582,79,2
42582,1283,2
42583,1131,2
42583,997,2
42583,322,2
42584,509,256
42585,929,2
42586,457,2
42587,1260,2
42587,1979,2
42587,1593,2
42587,171,2
42588,161,2
42589,1061,2
42590,862,2
42591,1185,2
42592,308,4
42593,995,2
42594,1044,2
42595,391,64
42596,375,2
42596,457,2
42596,1815,2
42597,1122,32
42598,1618,32
42599,1197,2
42600,1325,2
42601,309,128
42602,764,2
42603,115,32
42604,796,2
42605,622,4
42605,954,32
42606,1599,2
42606,1854,8
42606,1393,2
42606,203,4
42607,1338,2
42608,432,2
42609,1242,2
42610,1796,2
42611,1024,2
42612,1536,2
42613,802,2
42614,18,2
42615,1416,8
42616,233,4
42617,784,2
42618,1838,256
42619,1647,2
42620,1531,2
42621,1016,2
42622,1428,16
42623,1978,4
42624,923,2
42625,68,2
42626,836,2
42627,45,2
42628,610,16
42628,1700,128
42629,1663,2
42630,207,2
42631,1851,2
42632,1560,2
42633,208,2
42633,411,2
42633,132,2
42634,1705,2
42634,971,2
42634,69,2
42634,1811,2
42634,617,2
42635,267,2
42636,1109,8
42637,1909,2
42638,424,2
42639,481,2
42640,338,2
42641,597,2
42642,1345,2
42643,1280,2
42644,1957,2
42645,864,2
42646,1973,2
42647,1820,2
42648,306,2
42649,1884,2
42650,364,2
42651,1978,2
42652,908,2
42653,173,2
42654,491,32
42655,1159,2
42656,1238,2
42657,1488,2
42658,1147,16
42659,1369,16
42660,247,2
42660,1823,2
42660,219,16
42660,221,2
42661,1157,2
42662,1052,2
42663,1931,2
42664,465,2
42664,1992,256
42664,1364,2
42665,1576,2
42666,1827,2
42667,1213,2
42668,1445,2
42669,746,32
42670,150,2
42671,1542,2
42672,251,2
42673,1953,2
42674,22,16
42675,672,32
42676,814,2
42677,1712,2
42678,726,16
42679,818,2
42680,1249,2
42680,1763,2
42681,1626,2
42682,1104,16
42683,1762,2
42683,1912,8
42683,957,128
42683,151,32
42683,1031,2
42684,1057,32
42685,658,2
42685,1882,2
42686,1043,4
42687,981,2
42688,252,2
42689,968,2
42690,869,2
42690,361,2
42690,1786,2
42690,810,2
42690,977,2
42691,683,2
42692,1298,32
42693,844,4
42694,450,2
42695,1429,2
42695,1753,2
42695,403,2
42695,45,2
42695,483,2
42696,1136,2
42696,1507,2
42697,902,2
42698,871,2
42699,72,8
42700,595,256
42701,47,2
42702,176,4
42703,1014,2
42704,36,2
42705,1103,2
42706,326,2
42706,1345,32
42706,456,2
42707,1939,2
42708,1776,2
42709,383,2
42710,96,2
42710,1872,2
42710,64,2
42710,1361,4
42710,814,2
42711,218,2
42712,182,2
42713,317,16
42714,146,2
42715,800,128
42716,348,4
42717,1426,2
42717,1971,2
42718,1987,2
42719,879,2
42720,941,2
42721,590,2
42722,1102,2
42723,526,64
42723,914,32
42723,789,2
42723,1823,64
42724,1434,2
42725,1748,2
42726,1797,2
42727,519,4
42727,1726,2
42728,467,2
42729,889,2
42730,1529,2
42731,1773,2
42731,1439,2
42732,538,4
42733,887,2
42734,991,2
42735,728,2
42736,1327,128
42737,1584,2
42737,1017,16
42738,1600,8
42739,1077,2
42740,1962,8
42741,512,2
42742,1823,2
42743,541,2
42744,918,2
42745,1984,8
42745,109,2
42745,736,2
42746,95,2
42746,1839,2
42746,109,2
42746,52,2
42746,1239,2
42747,1349,64
42748,1669,2
42749,1029,2
42750,215,16
42750,325,2
42750,1985,2
42751,1119,4
42752,8,2
42752,575,2
42752,1197,2
42752,506,2
42752,1901,4
42753,1329,4
42754,975,128
42755,438,4
42756,160,2
42757,687,256
42757,1446,2
42757,1871,2
42758,1867,2
42759,724,2
42759,811,32
42759,1290,2
42760,588,2
42761,741,2
42762,1053,2
42763,708,2
42764,1768,2
42765,1568,2
42766,570,2
42766,1465,2
42766,390,2
42767,1559,128
42768,1757,2
42769,803,2
42770,1055,2
42771,1075,2
42772,1417,2
42773,393,2
42774,1379,64
42775,728,32
42776,133,8
42777,1030,4
42778,446,2
42779,215,2
42780,1161,2
42781,1008,2
42781,1917,16
42781,1757,4
42782,1304,2
42782,1890,4
42782,470,8
42782,273,2
42783,512,2
42784,1728,2
42784,1984,256
42784,1342,2
42785,1935,4
42786,688,128
42787,614,2
42787,483,2
42787,158,2
42787,8,2
42788,151,8
42789,963,2
42790,1745,2
42791,1616,2
42792,971,128
42793,743,2
42793,1969,2
42793,1114,32
42793,1150,8
42794,595,2
42795,393,2
42795,1699,2
42796,1030,2
42797,1385,2
42798,1134,2
42799,630,128
42800,1829,2
42801,1566,4
42802,109,4
42803,55,2
42804,1331,2
42804,856,8
42804,645,2
42805,946,2
42806,1768,2
42807,123,16
42808,1757,8
42808,1843,4
42809,1445,2
42810,392,2
42811,1083,2
42812,1819,2
42813,1505,2
42814,1035,2
42814,44,2
42815,1190,8
42816,1026,4
42817,1911,2
42818,616,8
42819,1675,2
42820,1465,32
42820,1449,32
42820,1969,2
42820,1042,2
42820,835,32
42821,556,2
42822,1131,2
42823,192,2
42824,1490,2
42825,1509,16
42826,717,2
42827,690,2
42828,664,128
42829,1842,2
42829,1530,2
42829,1969,128
42829,1664,8
42830,1028,4
42830,1652,2
42830,1317,2
42830,1628,2
42831,1013,2
42831,1167,2
42832,1652,16
42833,1536,2
42834,317,2
42835,166,4
42835,191,2
42836,567,2
42837,1720,2
42838,808,2
42839,1858,2
42840,1565,2
42841,315,2
42842,1774,8
42843,1547,2
42844,1560,2
42845,894,2
42846,1276,2
42846,169,64
42846,554,2
42847,1004,2
42847,340,2
42847,291,8
42848,831,4
42849,647,2
42850,51,2
42851,251,2
42852,1237,16
42853,1610,2
42854,817,2
42855,103,2
42856,1061,2
42857,1043,2
42858,1801,2
42859,1152,32
42860,120,2
42861,1624,64
42862,54,2
42863,805,2
42864,1140,8
42865,1305,2
42866,1885,2
42867,1750,16
42868,1924,2
42869,992,2
42870,1673,2
42871,1885,64
42871,781,2
42871,1558,4
42871,1705,2
42872,1450,256
42873,1542,2
42874,1057,2
42875,801,2
42876,1922,8
42877,1356,2
42878,1972,2
42879,153,2
42880,97,2
42881,147,8
42881,1667,2
42882,900,32
42883,687,2
42884,1465,64
42884,1755,2
42885,1270,2
42886,796,2
42887,246,4
42887,251,16
42888,1665,2
42889,854,256
42890,1151,2
42891,891,2
42892,583,2
42893,1277,4
42894,210,2
42895,1677,2
42896,1342,4
42897,490,4
42898,1398,2
42899,1219,2
42900,431,2
42901,790,8
42901,1732,2
42901,353,4
42902,943,2
42902,546,2
42902,833,256
42902,1156,2
42903,1909,2
42903,303,32
42904,512,4
42905,61,2
42906,1076,2
42906,1975,2
42906,1266,2
42907,1757,4
42908,1477,16
42909,993,2
42910,1024,2
42911,1113,32
42912,1461,2
42913,1591,2
42913,1645,8
42913,200,2
42913,1730,2
42914,627,2
42914,1876,2
42914,1326,2
42914,1403,2
42915,844,2
42916,1805,2
42917,1555,2
42918,829,2
42918,86,2
42918,810,4
42918,1733,2
42919,219,16
42920,90,2
42921,1224,2
42922,1772,2
42922,1429,2
42922,1993,2
42922,318,256
42922,430,2
42923,1967,2
42924,980,2
42925,1737,16
42926,370,4
42927,66,8
42928,460,2
42929,1322,4
42930,678,8
42931,1034,8
42932,469,2
42933,242,2
42934,862,2
42935,1763,2
42936,1566,8
42937,1788,2
42938,1122,2
42938,1358,8
42938,1978,2
42939,1512,2
42939,1955,2
42939,610,2
42940,1380,2
42941,569,2
42942,944,2
42943,197,4
42944,781,128
42945,806,2
42945,461,32
42946,1461,2
42946,532,2
42947,1944,8
42948,683,16
42949,1477,32
42950,101,2
42950,1078,32
42951,852,4
42952,279,8
42953,493,2
42954,759,2
42954,632,4
42955,358,2
42956,884,2
42957,677,2
42958,726,2
42959,1977,2
42960,1073,2
42961,1224,2
42962,753,32
42963,1998,2
42964,1543,2
42965,894,2
42966,903,4
42967,469,2
42967,88,4
42967,672,2
42968,493,2
42969,1472,2
42970,1729,2
42971,681,4
42972,1011,2
42973,726,2
42974,177,2
42975,1638,2
42976,1354,128
42977,804,2
42978,1788,2
42979,355,128
42980,1842,2
42981,1098,2
42982,1821,2
42983,1077,2
42984,380,2
42985,776,2
42986,1116,2
42987,1631,4
42988,278,4
42989,1605,2
42989,1179,2
42990,761,2
42990,1150,2
42991,82,2
42991,1868,2
42992,1132,2
42993,686,128
42993,1427,2
42994,1476,4
42995,1665,4
42996,38,2
42997,1062,2
42998,571,2
42998,1538,2
42998,1765,4
42998,1057,2
42999,645,4
43000,1525,2
43001,1149,2
43002,66,2
43002,431,2
43002,1809,2
43003,161,8
43004,1365,2
43005,537,2
43006,687,4
43007,1850,2
43008,3,8
43008,1268,2
43008,1951,2
43009,1453,2
43010,310,32
43011,1527,16
43011,313,2
43011,11,2
43011,300,2
43012,1231,2
43013,712,2
43014,443,2
43014,1316,2
43014,1132,2
43015,1010,8
43016,1815,2
43017,847,8
43018,484,2
43019,987,2
43020,1905,32
43021,1128,2
43022,1285,2
43023,1747,2
43024,703,32
43025,1866,2
43026,1416,2
43026,1803,2
43026,313,64
43027,31,2
43027,1438,2
43027,652,2
43027,681,2
43028,1724,2
43029,883,8
43030,273,4
43031,1409,2
43032,1249,64
43033,342,2
43034,1633,2
43035,1800,4
43036,539,2
43036,1304,256
43036,1274,2
43037,373,256
43038,1715,4
43038,1747,4
43038,195,2
43038,1047,2
43038,250,2
43039,1944,2
43040,1342,2
43041,1946,2
43041,1598,2
43041,196,2
43042,413,2
43042,691,64
43042,1004,2
43043,438,4
43044,746,2
43045,357,4
43046,859,8
43046,1445,4
43047,940,2
43048,287,2
43048,449,2
43049,831,2
43049,1494,2
43049,1317,256
43049,1675,2
43050,94,16
43051,915,16
43052,1081,2
43052,1831,2
43053,1889,2
43054,291,4
43055,916,2
43056,974,2
43056,1514,2
43057,1687,2
43058,289,2
43059,898,128
43060,711,2
43061,681,2
43061,1562,8
43061,47,2
43062,1848,4
43063,1403,2
43063,223,2
43063,1646,2
43064,1623,2
43065,1390,2
43066,727,4
43067,887,2
43068,1605,8
43069,306,2
43069,1007,4
43069,824,2
43070,607,32
43070,1155,2
43070,528,2
43071,364,32
43072,539,2
43073,1647,4
43074,1401,2
43074,505,2
43074,208,2
43074,1512,2
43074,679,2
43075,1886,2
43075,1864,2
43076,1424,2
43076,331,2
43076,929,256
43076,546,128
43076,466,8
43077,1102,2
43078,632,4
43079,1128,128
43079,513,2
43080,916,2
43081,1158,2
43082,449,2
43083,379,2
43084,622,2
43085,1814,2
43085,1984,2
43086,158,2
43086,968,2
43087,856,256
43088,1928,2
43088,762,2
43089,59,2
43090,221,2
43091,1806,8
43092,1389,2
43093,1827,2
43093,1826,2
43093,814,2
43093,601,32
43093,1801,4
43094,1626,2
43095,598,2
43095,92,2
43095,933,2
43095,1837,2
43095,221,32
43096,665,8
43096,1772,4
43097,1781,64
43098,515,2
43099,42,2
43100,1602,2
43101,247,32
43102,392,2
43102,1941,32
43102,1610,2
43103,862,2
43104,529,256
43105,1172,2
43106,873,2
43106,1920,2
43106,728,2
43107,1135,2
43108,1733,2
43109,1959,2
43110,87,2
43111,1586,2
43112,94,2
43113,1090,4
43114,1789,4
43115,222,16
43116,1692,64
43117,1099,2
43118,823,16
43119,666,4
43120,19,2
43120,1676,2
43120,614,2
43120,1291,2
43120,1095,2
43121,1454,2
43122,1534,2
43123,829,2
43124,307,2
43125,1173,2
43125,1987,2
43125,902,2
43125,69,8
43125,899,2
43126,1436,2
43126,745,2
43126,1204,2
43126,1410,4
43126,1969,2
43127,1036,4
43127,1471,2
43127,1681,2
43128,988,4
43129,1339,2
43130,316,2
43131,312,32
43132,969,2
43132,253,2
43132,168,2
43133,1791,2
43134,1229,2
43135,1505,2
43136,452,2
43137,822,2
43137,1265,2
43137,1627,32
43137,846,2
43138,338,128
43139,619,2
43139,1693,2
43140,1771,4
43140,1253,2
43140,411,2
43140,358,64
43141,1743,2
43141,1278,2
43141,869,2
43142,1,8
43143,676,2
43143,1498,2
43144,1258,2
43145,1594,2
43146,1392,2
43147,5,8
43148,1342,2
43149,1085,2
43150,1067,2
43150,1523,4
43150,1079,4
43150,1237,16
43151,141,2
43152,1550,4
43153,84,128
43154,1962,2
43155,274,2
43156,1988,2
43157,303,2
43158,389,2
43159,328,2
43160,1776,2
43161,1871,2
43162,153,2
43163,1485,2
43164,775,2
43165,477,2
43166,880,2
43167,882,4
43168,847,2
43169,951,2
43170,1083,2
43171,545,2
43171,355,8
43171,873,2
43171,11,2
43172,374,2
43173,272,2
43174,1296,8
43174,1817,2
43174,35,2
43174,1071,2
43175,1268,16
43176,124,2
43177,1974,2
43177,1361,2
43178,478,16
43179,361,256
43179,1671,16
43180,1203,2
43181,1533,2
43181,734,64
43182,1566,2
43183,201,16
43183,196,2
43183,1360,2
43184,1716,2
43185,1492,2
43186,392,2
43187,1824,2
43188,1925,4
43188,80,128
43189,1157,8
43190,1787,4
43191,1366,4
43191,1125,2
43192,254,128
43193,535,2
43193,1469,2
43193,265,2
43194,1722,2
43194,896,2
43194,1682,2
43195,1560,2
43196,1133,2
43197,1797,2
43198,1146,4
43199,1098,4
43199,286,2
43200,102,2
43201,420,2
43202,1080,128
43203,1734,2
43204,1133,2
43205,1458,256
43206,1505,2
43206,228,2
43206,218,2
43207,82,2
43207,917,16
43207,1445,2
43207,1432,2
43208,433,2
43209,1952,2
43210,1169,2
43211,1649,2
43212,971,2
43213,12,2
43213,970,2
43213,1771,2
43214,164,2
43215,850,2
43216,1300,2
43217,679,2
43218,1487,2
43219,1160,2
43220,254,2
43220,367,2
43220,193,4
43220,1559,2
43220,1778,8
43221,1973,128
43222,1295,2
43223,1246,8
43224,1715,2
43225,1122,2
43225,217,2
43226,981,2
43227,435,2
43228,1632,2
43229,803,2
43230,319,2
43230,1346,2
43231,1432,2
43232,282,2
43232,203,2
43233,1335,2
43233,748,2
43234,1235,2
43235,1497,2
43236,162,4
43237,384,2
43237,131,4
43237,711,2
43238,355,2
43239,895,2
43240,1675,2
43241,231,4
43242,870,8
43243,498,128
43244,1960,2
43245,1738,2
43246,1139,2
43247,1865,2
43248,633,32
43249,553,32
43250,1698,2
43251,206,4
43252,574,2
43253,1842,2
43253,635,2
43253,1798,4
43253,1896,2
43254,324,2
43255,1095,2
43255,734,2
43255,1487,2
43255,43,16
43256,1761,2
43257,468,2
43257,3,2
43257,881,2
43258,1944,2
43259,1315,2
43260,653,2
43260,778,2
43261,319,2
43261,292,128
43261,222,2
43262,713,2
43263,1611,2
43264,1914,2
43264,158,2
43265,23,2
43266,1461,2
43267,1198,32
43268,1133,8
43268,1473,2
43269,1866,4
43270,371,64
43271,1043,2
43272,1779,2
43273,865,16
43274,145,2
43275,1739,2
43276,711,2
43276,1310,2
43276,702,2
43277,1927,2
43278,1850,2
43279,1362,2
43279,8,256
43279,1943,2
43279,1355,2
43280,1925,8
43281,442,2
43282,951,2
43283,1978,2
43283,1982,2
43283,122,32
43283,897,2
43283,320,4
43284,480,2
43284,1234,16
43285,811,2
43286,831,2
43287,222,16
43288,645,2
43289,41,2
43290,128,4
43291,1668,16
43292,1600,2
43293,9,2
43294,1263,32
43295,389,2
43296,588,2
43297,1036,2
43298,1975,2
43299,1451,2
43299,599,2
43300,929,2
43300,438,256
43300,809,2
43300,1939,8
43301,1511,2
43302,1757,2
43303,1339,2
43304,1374,2
43305,335,2
43306,30,2
43307,1667,2
43307,1340,2
43308,1256,2
43308,589,2
43308,1842,256
43308,207,2
43309,718,2
43310,1505,2
43311,1711,2
43311,1101,64
43312,475,32
43313,1008,2
43314,1414,4
43315,706,2
43316,1171,2
43317,1919,4
43318,1322,64
43319,1928,2
43320,95,2
43321,202,2
43322,448,2
43323,1917,2
43324,765,2
43324,1235,64
43325,1637,2
43326,1719,4
43327,1129,8
43328,1095,2
43328,821,2
43328,267,2
43329,1061,2
43329,1607,2
43329,560,2
43329,1601,2
43330,1558,2
43331,914,8
43332,1243,2
43333,50,2
43334,678,4
43335,178,2
43336,1793,2
43336,780,2
43336,595,8
43336,425,2
43337,979,2
43338,1885,2
43339,1696,256
43340,1162,2
43341,908,4
43342,1666,2
43343,954,64
43344,1337,32
43345,1422,32
43346,1269,2
43346,629,2
43346,379,2
43346,1491,4
43346,861,8
43347,287,2
43348,1700,2
43349,1143,2
43349,1592,2
43349,268,2
43349,548,2
43350,1169,2
43351,948,2
43352,1900,128
43353,335,2
43353,168,2
43353,224,2
43353,947,2
43354,888,16
43355,1209,2
43356,196,2
43357,744,2
43357,1900,32
43357,1743,2
43358,1749,2
43359,147,2
43360,1721,2
43361,115,2
43362,86,2
43363,101,2
43364,1150,4
43365,169,2
43366,808,64
43367,203,2
43368,1230,2
43369,1034,256
43370,1669,64
43371,280,8
43371,1690,2
43372,1874,2
43372,1833,2
43372,1436,2
43372,997,2
43373,194,2
43374,1817,2
43375,367,2
43376,1774,2
43377,1508,2
43378,503,8
43379,743,2
43380,592,2
43381,387,2
43382,1676,256
43383,1455,2
43384,1515,2
43385,1853,2
43385,1601,2
43385,1551,2
43385,694,2
43385,763,16
43386,1279,2
43386,1024,2
43386,778,2
43387,8,2
43388,467,2
43389,374,4
43389,1188,2
43390,920,2
43390,825,2
43390,7,2
43390,590,2
43390,1019,4
43391,531,2
43392,278,2
43393,1009,2
43394,107,4
43394,1402,2
43395,255,2
43396,1220,2
43396,700,2
43397,1913,8
43398,5,256
43399,416,8
43400,1838,2
43401,408,2
43401,103,4
43401,1149,2
43401,1567,2
43401,280,2
43402,774,2
43403,1357,4
43404,145,2
43405,540,2
43406,1628,2
43407,992,2
43408,294,2
43409,910,2
43410,895,2
43411,1612,2
43412,1971,2
43412,130,8
43413,152,256
43413,179,2
43414,640,2
43414,195,2
43414,1130,2
43415,1927,2
43416,56,16
43417,1076,2
43417,821,2
43417,1913,128
43418,422,32
43418,1480,2
43419,262,2
43419,1130,2
43419,1815,2
43420,951,2
43421,1994,32
43422,1853,2
43422,48,2
43422,1624,2
43423,798,2
43423,1811,2
43423,1502,2
43423,1706,2
43424,956,2
43424,1847,2
43425,1572,32
43426,1576,2
43427,1290,2
43428,1704,2
43429,980,2
43429,79,2
43429,373,2
43430,1834,2
43431,385,32
43432,277,128
43432,1683,16
43432,1090,2
43432,1192,16
43432,956,256
43433,1269,2
43434,830,2
43435,1985,2
43436,578,2
43436,1898,2
43437,1901,2
43438,421,2
43439,407,2
43440,1487,2
43441,1101,2
43441,1910,4
43441,1395,2
