806,"German Wheat And Rye Beer",1000,9.32,2850,"HopSlam Ale",311
807,"Light Hybrid Beer",330,1.48,2890,"Schneider Aventinus",87
808,"Amber Hybrid Beer",1000,11.38,1030,"Sierra Nevada Bigfoot Barleywine Style Ale",142
809,"Amber Hybrid Beer",750,0.65,1540,"Trappistes Rochefort 8",7
810,"Merican Ale",750,11.62,8020,"Bell’s Expedition",266
811,"Light Hybrid Beer",750,9.4,1850,"Racer 5 India Pale Ale, Bear Republic Bre",30
812,"European Amber Lager",750,7.93,580,"Orval Trappist Ale",312
813,"Light Lager",750,7.87,1040,"Old Rasputin Russian Imperial Stout",395
814,Pilsner,750,2.98,1090,"Storm King Stout",315
815,"Belgian Strong Ale",330,11.91,1850,"Ruination IPA",474
816,"German Wheat And Rye Beer",330,7.62,2830,"Delirium Noctorum",334
817,"Scottish And Irish Ale",750,5.61,1290,"Founders Kentucky Breakfast",340
818,Smoke-flavored,750,11.76,1220,"Yeti Imperial Stout",143
819,"English Brown Ale",5000,7.55,2050,Maudite,425
820,"India Pale Ale",330,2.52,1020,"Brooklyn Black",221
821,Porter,500,7.96,1090,"Westmalle Trappist Tripel",97
822,"Vegetable Beer",330,1.87,8040,"90 Minute IPA",328
823,"Amber Hybrid Beer",500,10.2,8090,"St. Bernardus Abt 12",382
824,Pilsner,330,8.55,8090,"Schneider Aventinus",484
825,Porter,500,8.58,8020,"Schneider Aventinus",152
826,"Wood-aged Beer",330,5.06,530,"St. Bernardus Abt 12",466
827,Bock,330,10.02,520,"Weihenstephaner Hefeweissbier",46
828,"Dark Lager",500,5.91,8080,"Stone Imperial Russian Stout",281
829,Smoke-flavored,750,4.89,1240,Maudite,317
830,"Light Lager",500,8.13,1520,"Sierra Nevada Bigfoot Barleywine Style Ale",145
831,"English Brown Ale",5000,8.22,1540,"Orval Trappist Ale",483
832,"Light Hybrid Beer",5000,8.0,540,"Founders Kentucky Breakfast",25
833,Stout,1000,9.76,1280,"Sapporo Premium",53
834,"Dark Lager",5000,2.23,580,Duvel,327
835,"Merican Ale",330,1.3,1240,"Alpha King Pale Ale",436
836,"Amber Hybrid Beer",5000,3.54,2040,"Schneider Aventinus",83
837,"English Brown Ale",330,11.63,1540,"Hop Rod Rye",213
838,"Scottish And Irish Ale",1000,9.72,1850,"Stone IPA",55
839,"Dark Lager",330,11.03,2880,"Kirin Inchiban",134
840,"German Wheat And Rye Beer",500,6.03,8020,"Sapporo Premium",415
841,"Light Lager",500,7.43,580,"Delirium Tremens",94
842,"English Pale Ale",5000,10.96,2090,"Sapporo Premium",467
843,Porter,5000,11.69,2840,Hennepin,384
844,Smoke-flavored,750,5.93,1880,"Oak Aged Yeti Imperial Stout",446
845,"Amber Hybrid Beer",1000,0.04,1050,"Two Hearted Ale",462
846,"Sour Ale",500,8.13,550,"Old Rasputin Russian Imperial Stout",476
847,"Strong Ale",1000,8.26,8020,"Oak Aged Yeti Imperial Stout",469
848,Bock,750,10.45,1290,"Hercules Double IPA",228
849,Stout,750,10.38,2030,"Dreadnaught IPA",245
850,"English Brown Ale",500,8.11,1240,Duvel,154
851,"Light Lager",1000,7.62,1520,"Arrogant Bastard Ale",66
852,Stout,1000,2.82,1890,"90 Minute IPA",464
853,Bock,5000,10.0,1030,"Dreadnaught IPA",364
854,"English Pale Ale",750,2.39,1580,"Edmund Fitzgerald Porter",472
855,"Wood-aged Beer",330,4.03,1890,"Founders Kentucky Breakfast",449
856,Smoke-flavored,500,9.67,1880,"Dreadnaught IPA",110
857,"German Wheat And Rye Beer",500,10.9,1550,"Celebrator Doppelbock",390
858,"Vegetable Beer",500,3.1,2030,"Old Rasputin Russian Imperial Stout",164
859,Pilsner,1000,8.92,1850,"Samuel Smith’s Oatmeal Stout",421
860,"German Wheat And Rye Beer",750,4.82,1880,"Oak Aged Yeti Imperial Stout",23
861,"English Brown Ale",500,4.16,590,"Shakespeare Oatmeal",151
862,"English Pale Ale",500,4.61,8020,"Orval Trappist Ale",2
863,"Sour Ale",330,2.56,1230,"Kirin Inchiban",270
864,"Fruit Beer",750,12.71,1530,"Delirium Tremens",368
865,"Wood-aged Beer",500,7.82,1550,"Sapporo Premium",309
866,"German Wheat And Rye Beer",1000,7.89,1580,"Celebrator Doppelbock",185
867,"Belgian Strong Ale",750,7.46,8050,"Weihenstephaner Hefeweissbier",17
868,"English Brown Ale",5000,11.07,2820,Duvel,421
869,"European Amber Lager",750,8.86,1850,"Racer 5 India Pale Ale, Bear Republic Bre",37
870,"Light Lager",5000,10.13,1080,"Sublimely Self-Righteous Ale",365
871,"Dark Lager",750,2.99,2090,"Chocolate St",222
872,"Merican Ale",500,7.45,530,"Old Rasputin Russian Imperial Stout",359
873,"Amber Hybrid Beer",330,12.15,520,"Nugget Nectar",487
874,"Dark Lager",5000,9.25,2850,"Hop Rod Rye",292
875,"Wood-aged Beer",750,4.97,8040,"Storm King Stout",23
876,Pilsner,330,6.09,1250,"Stone Imperial Russian Stout",281
877,"Vegetable Beer",500,5.77,1590,"Sierra Nevada Bigfoot Barleywine Style Ale",453
878,"Vegetable Beer",330,0.57,2830,"Westmalle Trappist Tripel",343
879,"Wood-aged Beer",750,6.27,1520,"La Fin Du Monde",8
880,"Strong Ale",1000,5.11,1540,"Sapporo Premium",353
881,"European Amber Lager",750,8.52,520,"La Fin Du Monde",136
882,Stout,330,3.57,2880,"Oak Aged Yeti Imperial Stout",485
883,"Dark Lager",750,11.26,1250,"Samuel Smith’s Imperial IPA",25
884,"Wood-aged Beer",750,7.51,520,"Oak Aged Yeti Imperial Stout",167
885,"European Amber Lager",1000,12.86,1230,"Founders Breakfast Stout",343
886,"European Amber Lager",750,11.78,530,"Samuel Smith’s Oatmeal Stout",51
887,"German Wheat And Rye Beer",5000,12.43,2050,"Schneider Aventinus",351
888,"European Amber Lager",750,5.69,590,"St. Bernardus Abt 12",465
889,"Merican Ale",1000,1.36,2850,"90 Minute IPA",92
890,"Fruit Beer",750,2.05,2890,"Brooklyn Black",466
891,Smoke-flavored,750,0.29,520,"Yeti Imperial Stout",97
892,"German Wheat And Rye Beer",750,10.84,550,"Chocolate St",451
893,Stout,330,8.45,1890,"Samuel Smith’s Oatmeal Stout",71
894,"Light Hybrid Beer",1000,12.57,1820,"Samuel Smith’s Oatmeal Stout",385
895,"English Brown Ale",750,2.4,1890,"Orval Trappist Ale",278
896,Pilsner,330,2.66,2030,"Weihenstephaner Hefeweissbier",281
897,Pilsner,500,5.88,1580,"Old Rasputin Russian Imperial Stout",66
898,"Amber Hybrid Beer",750,4.12,580,"Sierra Nevada Bigfoot Barleywine Style Ale",80
899,"Sour Ale",5000,8.68,2890,"Ten FIDY",316
900,Pilsner,1000,10.67,8050,Hennepin,26
901,"German Wheat And Rye Beer",500,3.45,2850,"Delirium Noctorum",454
902,"Fruit Beer",1000,7.88,1220,"Samuel Smith’s Oatmeal Stout",286
903,"Merican Ale",500,1.92,590,Hennepin,376
904,"English Brown Ale",750,4.62,2090,"Old Rasputin Russian Imperial Stout",410
905,"Belgian Strong Ale",500,11.94,2050,"Delirium Tremens",168
906,"Fruit Beer",1000,6.98,550,Maudite,265
907,"Wood-aged Beer",5000,5.93,1020,"Westmalle Trappist Tripel",262
908,"India Pale Ale",750,12.71,8080,"90 Minute IPA",441
909,Stout,500,6.12,1080,Maudite,29
910,"Light Lager",5000,8.85,8050,"Edmund Fitzgerald Porter",173
911,"Belgian Strong Ale",750,4.88,8030,"Stone IPA",299
912,Pilsner,5000,4.45,1030,"Shakespeare Oatmeal",336
913,"Merican Ale",330,5.61,1230,Hennepin,312
914,"India Pale Ale",750,6.81,8090,"Old Rasputin Russian Imperial Stout",89
915,"Light Lager",330,8.68,1280,"Westmalle Trappist Tripel",186
916,"India Pale Ale",1000,8.53,1030,"Chocolate St",478
917,Porter,330,12.27,1580,"Pliny The Elder",242
918,"Vegetable Beer",330,6.61,1850,"Edmund Fitzgerald Porter",413
919,Smoke-flavored,1000,10.05,1040,"Founders Breakfast Stout",431
920,"Strong Ale",5000,0.2,1530,"90 Minute IPA",476
921,"English Pale Ale",330,9.39,1280,"Trois Pistoles",471
922,"Sour Ale",330,6.74,1820,"Sublimely Self-Righteous Ale",377
923,Smoke-flavored,1000,11.93,2030,"Arrogant Bastard Ale",400
924,Pilsner,500,1.6,1290,Hennepin,273
925,Porter,1000,3.54,590,Hennepin,135
926,"Light Hybrid Beer",1000,11.47,2040,"Nugget Nectar",417
927,"Light Hybrid Beer",500,5.79,2830,"Sierra Nevada Celebration Ale",375
928,"Scottish And Irish Ale",330,10.31,2850,"Old Rasputin Russian Imperial Stout",285
929,"Wood-aged Beer",330,4.1,1850,"Double Bastard Ale",98
930,"Vegetable Beer",500,4.01,2050,"Two Hearted Ale",234
931,"European Amber Lager",5000,6.85,1540,"Founders Kentucky Breakfast",123
932,"European Amber Lager",1000,6.52,540,"Westmalle Trappist Tripel",195
933,"Strong Ale",1000,3.91,8020,"Chocolate St",200
934,"English Pale Ale",750,11.81,1580,"Westmalle Trappist Tripel",36
935,"Merican Ale",500,11.0,2830,"Pliny The Elder",88
936,"English Brown Ale",330,7.53,1050,"Nugget Nectar",366
937,"Sour Ale",330,0.64,1290,"Bell’s Expedition",293
938,Pilsner,5000,5.75,1520,"Storm King Stout",478
939,"Scottish And Irish Ale",750,2.46,1890,"Péché Mortel",183
940,"Light Hybrid Beer",1000,4.66,1030,"Yeti Imperial Stout",137
941,"India Pale Ale",5000,6.82,1220,"Sublimely Self-Righteous Ale",202
942,"Fruit Beer",750,5.21,1220,"La Fin Du Monde",143
943,Bock,5000,0.65,1580,"Delirium Tremens",284
944,"Amber Hybrid Beer",330,11.54,2090,"Trappistes Rochefort 10",338
945,Porter,5000,12.09,1880,"Delirium Noctorum",441
946,"Belgian And French Ale",1000,12.53,1030,"Delirium Tremens",284
947,"Vegetable Beer",500,12.55,1520,"Hop Rod Rye",386
948,"Belgian And French Ale",5000,1.7,2880,"Hercules Double IPA",496
949,"Amber Hybrid Beer",1000,1.71,1580,"Dreadnaught IPA",153
950,Porter,330,10.32,1220,"Oak Aged Yeti Imperial Stout",347
951,"Light Hybrid Beer",1000,6.19,2040,"Sapporo Premium",427
952,Smoke-flavored,5000,7.39,1890,"Brooklyn Black",115
953,"Dark Lager",330,3.8,8030,"Nugget Nectar",456
954,"German Wheat And Rye Beer",500,2.97,1090,"Oak Aged Yeti Imperial Stout",177
955,"Dark Lager",500,0.2,8090,"Old Rasputin Russian Imperial Stout",227
956,"Vegetable Beer",5000,3.11,2850,"Kirin Inchiban",93
957,Bock,500,6.84,2840,"Oak Aged Yeti Imperial Stout",122
958,"Scottish And Irish Ale",330,11.2,2820,"Stone IPA",238
959,"Sour Ale",750,5.7,1530,"Kirin Inchiban",359
960,"English Pale Ale",500,8.52,1580,Duvel,473
961,"Belgian And French Ale",5000,1.51,520,"Edmund Fitzgerald Porter",107
962,"Merican Ale",1000,10.19,1230,"Trappistes Rochefort 8",367
963,"Wood-aged Beer",750,8.07,1830,"Oaked Arrogant Bastard Ale",253
964,"Dark Lager",5000,11.12,2880,"Shakespeare Oatmeal",139
965,"Merican Ale",750,4.97,1840,"Double Bastard Ale",242
966,"Scottish And Irish Ale",1000,6.45,2820,Duvel,330
967,"Belgian Strong Ale",5000,10.62,2050,"Stone IPA",384
968,"German Wheat And Rye Beer",750,10.73,1890,"Trappistes Rochefort 10",257
969,"Fruit Beer",750,4.62,2820,"Stone IPA",194
970,"Vegetable Beer",5000,2.76,1080,"St. Bernardus Abt 12",367
971,"English Pale Ale",330,5.41,1290,"Delirium Noctorum",350
972,"Amber Hybrid Beer",330,4.93,2850,"Celebrator Doppelbock",468
973,"Belgian Strong Ale",330,12.53,520,"Schneider Aventinus",154
974,"Amber Hybrid Beer",5000,2.71,1230,"La Fin Du Monde",456
975,"India Pale Ale",5000,10.88,1530,"Kirin Inchiban",177
976,Porter,5000,5.54,8090,"HopSlam Ale",270
977,"India Pale Ale",330,0.73,520,"Old Rasputin Russian Imperial Stout",24
978,"Amber Hybrid Beer",500,3.3,1090,Maudite,312
979,"Merican Ale",500,7.11,1520,"Celebrator Doppelbock",273
980,"Sour Ale",1000,11.17,2020,"Oak Aged Yeti Imperial Stout",349
981,"Sour Ale",5000,4.41,2850,"Pliny The Elder",385
982,"Sour Ale",330,1.45,1280,"Yeti Imperial Stout",121
983,"English Brown Ale",750,9.3,2040,"Storm King Stout",328
984,"Belgian Strong Ale",330,6.45,2020,"Pliny The Elder",100
985,Porter,1000,1.11,1890,"Samuel Smith’s Imperial IPA",309
986,Smoke-flavored,1000,9.52,1040,"Shakespeare Oatmeal",215
987,"Merican Ale",1000,5.52,8020,"Hop Rod Rye",97
988,"India Pale Ale",330,2.76,2890,"Founders Breakfast Stout",357
989,"Light Lager",5000,0.27,1240,"Two Hearted Ale",402
990,"Light Lager",330,6.59,1520,"Bell’s Expedition",297
991,"Light Lager",5000,4.15,1020,"Old Rasputin Russian Imperial Stout",204
992,Stout,1000,3.48,1290,"Ruination IPA",55
993,"Belgian And French Ale",5000,9.4,2090,"Sublimely Self-Righteous Ale",306
994,"Belgian Strong Ale",1000,9.96,2050,"Storm King Stout",449
995,"Fruit Beer",5000,9.35,1830,Duvel,212
996,"Scottish And Irish Ale",750,10.51,1890,"Hop Rod Rye",243
997,"Belgian Strong Ale",330,10.07,1840,"Oak Aged Yeti Imperial Stout",167
998,"Light Lager",330,12.19,8080,"Stone IPA",157
999,"Belgian And French Ale",750,7.93,2080,"Delirium Tremens",416
1000,"Sour Ale",330,0.57,2030,"Sapporo Premium",458
1001,Porter,330,8.56,8040,"Sierra Nevada Celebration Ale",468
1002,"Sour Ale",750,0.76,2080,"Oaked Arrogant Bastard Ale",392
1003,"Light Hybrid Beer",500,0.45,2040,Maudite,280
1004,"Belgian And French Ale",5000,10.09,1080,"Edmund Fitzgerald Porter",359
1005,Porter,5000,7.77,1080,"Samuel Smith’s Oatmeal Stout",453
1006,"English Pale Ale",750,6.67,1080,"Sublimely Self-Righteous Ale",18
1007,"German Wheat And Rye Beer",5000,11.75,540,"Samuel Smith’s Oatmeal Stout",193
1008,Porter,5000,10.75,8090,"Celebrator Doppelbock",198
1009,Porter,330,0.45,2840,"Schneider Aventinus",196
1010,"Merican Ale",330,9.1,1840,"Two Hearted Ale",307
1011,"Scottish And Irish Ale",500,4.17,1030,"Dreadnaught IPA",267
1012,"Merican Ale",5000,1.17,530,Hennepin,163
1013,"Belgian Strong Ale",330,4.35,1520,"Bourbon County Stout",305
1014,"Vegetable Beer",1000,8.4,550,"Founders Kentucky Breakfast",475
1015,"Merican Ale",750,11.57,2850,"Nugget Nectar",407
1016,Stout,750,0.33,8020,Maudite,343
1017,"Fruit Beer",5000,11.56,2820,"La Fin Du Monde",72
1018,"English Pale Ale",1000,10.96,520,"Samuel Smith’s Imperial IPA",409
1019,"Light Hybrid Beer",500,3.31,1230,"Founders Breakfast Stout",261
1020,"English Brown Ale",1000,8.44,1540,"Péché Mortel",91
1021,"Strong Ale",1000,3.83,1520,"Delirium Tremens",228
1022,"Wood-aged Beer",750,2.63,1580,"HopSlam Ale",355
1023,"Light Lager",330,1.06,8080,Maharaj,129
1024,"Scottish And Irish Ale",500,0.25,8080,"HopSlam Ale",499
1025,"English Pale Ale",330,12.39,1090,"Schneider Aventinus",330
1026,"Sour Ale",1000,8.67,1540,"Yeti Imperial Stout",324
1027,"German Wheat And Rye Beer",500,3.31,1020,"Bell’s Expedition",485
1028,"Belgian Strong Ale",330,1.84,590,"Trappistes Rochefort 10",286
1029,"Belgian And French Ale",1000,9.42,2050,"Oak Aged Yeti Imperial Stout",411
1030,"Merican Ale",500,8.29,520,"Weihenstephaner Hefeweissbier",404
1031,"Light Hybrid Beer",500,0.19,590,"Yeti Imperial Stout",452
1032,"Amber Hybrid Beer",5000,6.77,1230,"Delirium Noctorum",170
1033,"Sour Ale",500,4.45,8090,"Sierra Nevada Bigfoot Barleywine Style Ale",94
1034,"Strong Ale",750,8.18,2880,"Sublimely Self-Righteous Ale",60
1035,"Light Hybrid Beer",1000,9.98,1030,"Stone Imperial Russian Stout",442
1036,Bock,1000,12.28,1240,"Sierra Nevada Bigfoot Barleywine Style Ale",311
1037,"Belgian Strong Ale",1000,12.15,1030,"Sierra Nevada Celebration Ale",356
1038,"European Amber Lager",500,6.05,1580,Hennepin,175
1039,"Light Hybrid Beer",330,12.6,2020,Maharaj,229
1040,Stout,5000,6.64,2080,"Orval Trappist Ale",104
1041,"India Pale Ale",5000,4.99,1240,"Kirin Inchiban",441
1042,"Sour Ale",1000,12.42,2830,"Bourbon County Stout",437
1043,"Merican Ale",330,10.12,2030,"Stone IPA",433
1044,Porter,5000,4.44,8050,"Storm King Stout",212
1045,"India Pale Ale",5000,5.31,1020,Duvel,459
1046,"Sour Ale",330,6.21,1240,"Delirium Tremens",252
1047,"Amber Hybrid Beer",1000,2.77,1540,"Yeti Imperial Stout",72
1048,Bock,330,10.6,2090,"Edmund Fitzgerald Porter",488
1049,"Strong Ale",330,5.31,2090,Maharaj,402
1050,"India Pale Ale",1000,3.93,8050,"Oaked Arrogant Bastard Ale",67
1051,"Strong Ale",5000,10.43,8090,"90 Minute IPA",287
1052,Stout,1000,1.36,590,"Double Bastard Ale",31
1053,"Belgian Strong Ale",750,12.78,1580,"90 Minute IPA",474
1054,Pilsner,330,4.21,8030,Maharaj,258
1055,Porter,500,2.49,8050,"HopSlam Ale",424
1056,Bock,5000,4.43,2890,"Trois Pistoles",7
1057,Stout,330,8.92,1830,"Dreadnaught IPA",360
1058,"Merican Ale",5000,11.64,8080,Duvel,237
1059,"Merican Ale",1000,8.05,8080,"Founders Breakfast Stout",374
1060,"Scottish And Irish Ale",750,2.17,530,"Founders Breakfast Stout",165
1061,"Belgian Strong Ale",500,11.97,1820,"Oaked Arrogant Bastard Ale",320
1062,"Vegetable Beer",5000,7.23,1290,"Bourbon County Stout",87
1063,"Belgian And French Ale",330,0.13,2050,"Hercules Double IPA",40
1064,"Amber Hybrid Beer",750,3.88,2090,"Sapporo Premium",419
1065,"Light Hybrid Beer",750,5.93,590,"Delirium Noctorum",454
1066,"German Wheat And Rye Beer",5000,10.5,2030,"Oaked Arrogant Bastard Ale",192
1067,Porter,330,11.96,2850,"Storm King Stout",387
1068,"Light Lager",500,1.05,2090,"St. Bernardus Abt 12",7
1069,"Wood-aged Beer",500,6.06,1840,"Ten FIDY",49
1070,"Belgian Strong Ale",1000,4.02,2030,"Chimay Grande Réserve",324
1071,"English Brown Ale",750,10.76,1820,"Pliny The Elder",460
1072,Stout,330,0.62,1050,"Bourbon County Stout",333
1073,Porter,1000,2.26,1830,"Shakespeare Oatmeal",182
1074,"English Brown Ale",330,8.27,2880,"Yeti Imperial Stout",3
1075,"English Pale Ale",5000,4.2,1090,"Shakespeare Oatmeal",433
1076,"Belgian Strong Ale",750,6.27,1840,Maharaj,340
1077,"English Brown Ale",750,9.22,1250,"Brooklyn Black",437
1078,"German Wheat And Rye Beer",500,9.31,2040,"Sapporo Premium",226
1079,Stout,750,8.69,1220,"Oaked Arrogant Bastard Ale",371
1080,"Belgian Strong Ale",330,1.68,1590,"Arrogant Bastard Ale",495
1081,"English Brown Ale",750,5.66,590,"Arrogant Bastard Ale",194
1082,"Sour Ale",500,7.73,2040,"Delirium Noctorum",118
1083,"Belgian And French Ale",5000,5.51,1520,"Old Rasputin Russian Imperial Stout",122
1084,Stout,330,6.61,8040,"Old Rasputin Russian Imperial Stout",315
1085,Pilsner,750,2.3,1280,"Old Rasputin Russian Imperial Stout",275
1086,"German Wheat And Rye Beer",750,6.73,1040,"Weihenstephaner Hefeweissbier",193
1087,"English Pale Ale",1000,5.25,2020,"Founders Kentucky Breakfast",218
1088,"European Amber Lager",500,11.62,1040,"Sierra Nevada Celebration Ale",457
1089,"Strong Ale",330,10.73,1840,"Shakespeare Oatmeal",354
1090,"Scottish And Irish Ale",5000,8.32,1850,Duvel,354
1091,"Scottish And Irish Ale",330,4.85,2850,"La Fin Du Monde",435
1092,"Amber Hybrid Beer",500,9.83,530,Maudite,442
1093,"Amber Hybrid Beer",5000,11.31,1030,"Double Bastard Ale",286
1094,"Strong Ale",330,8.45,550,"Hop Rod Rye",481
1095,"Amber Hybrid Beer",750,0.67,520,"Delirium Noctorum",402
1096,Smoke-flavored,500,12.55,1250,"Schneider Aventinus",105
1097,"Scottish And Irish Ale",750,0.27,2020,"St. Bernardus Abt 12",490
1098,Smoke-flavored,5000,2.43,1580,"Kirin Inchiban",365
1099,Smoke-flavored,5000,1.38,1020,"Chimay Grande Réserve",181
1100,"Amber Hybrid Beer",1000,7.75,1890,"90 Minute IPA",409
1101,"Light Hybrid Beer",5000,2.87,1530,"Stone Imperial Russian Stout",198
1102,"Light Lager",750,5.91,2830,"Ruination IPA",236
1103,"Wood-aged Beer",750,1.18,550,"Dreadnaught IPA",440
1104,"European Amber Lager",750,5.13,1220,Maudite,202
1105,"English Brown Ale",330,3.21,1880,"Arrogant Bastard Ale",145
1106,"Light Hybrid Beer",500,12.54,8080,"HopSlam Ale",182
1107,"Belgian Strong Ale",330,12.85,1830,"Sierra Nevada Celebration Ale",406
1108,"English Brown Ale",5000,3.69,1020,"Racer 5 India Pale Ale, Bear Republic Bre",251
1109,"Sour Ale",5000,11.37,8030,"Founders Breakfast Stout",79
1110,"Scottish And Irish Ale",1000,4.72,1820,"Pliny The Elder",306
1111,"European Amber Lager",5000,7.32,1820,"Sapporo Premium",66
1112,Smoke-flavored,750,0.6,1040,"Oak Aged Yeti Imperial Stout",108
1113,"Fruit Beer",1000,2.1,1590,"Trappistes Rochefort 10",147
1114,"Light Lager",5000,5.22,1290,Maudite,440
1115,"Scottish And Irish Ale",5000,5.55,540,"90 Minute IPA",284
1116,"Sour Ale",1000,9.82,8020,"Péché Mortel",277
1117,"Light Lager",750,3.26,1240,"Brooklyn Black",456
1118,"Light Lager",750,7.81,1530,"Alpha King Pale Ale",424
1119,"Sour Ale",5000,5.71,1820,"Chimay Grande Réserve",129
1120,"Belgian And French Ale",500,4.92,530,"Sapporo Premium",153
1121,Pilsner,1000,11.26,1530,"Kirin Inchiban",69
1122,"Merican Ale",1000,1.96,520,"Alpha King Pale Ale",464
1123,"Light Lager",1000,12.35,1580,"Alpha King Pale Ale",65
1124,"European Amber Lager",330,12.16,2840,"Kirin Inchiban",56
1125,Porter,750,1.21,1540,"Kirin Inchiban",111
1126,"Light Lager",500,5.46,1830,"Two Hearted Ale",131
1127,"Light Lager",500,8.1,1520,"Racer 5 India Pale Ale, Bear Republic Bre",276
1128,"Scottish And Irish Ale",5000,1.13,2840,"Racer 5 India Pale Ale, Bear Republic Bre",450
1129,"English Pale Ale",330,1.77,1590,"Old Rasputin Russian Imperial Stout",140
1130,Smoke-flavored,750,1.68,8040,"Hop Rod Rye",398
1131,Bock,750,6.01,2840,Maharaj,189
1132,Smoke-flavored,750,0.68,1240,"Hop Rod Rye",255
1133,"Merican Ale",500,3.78,1530,"Celebrator Doppelbock",351
1134,"Belgian And French Ale",750,8.04,8090,"Chimay Grande Réserve",333
1135,"English Pale Ale",5000,4.71,8030,"Dreadnaught IPA",2
1136,"Amber Hybrid Beer",5000,1.19,2030,"Double Bastard Ale",22
1137,"Light Hybrid Beer",5000,5.44,1030,"Old Rasputin Russian Imperial Stout",228
1138,"Merican Ale",1000,2.01,1220,"HopSlam Ale",281
1139,"Light Hybrid Beer",750,2.11,2830,"Storm King Stout",471
1140,Bock,330,7.93,8020,"Ruination IPA",42
1141,"English Brown Ale",750,2.07,8040,"Two Hearted Ale",361
1142,"Strong Ale",1000,4.25,1080,"Trappistes Rochefort 10",147
1143,"English Pale Ale",1000,12.1,2090,Maudite,422
1144,"English Pale Ale",5000,7.59,2080,"Ruination IPA",35
1145,"India Pale Ale",1000,8.54,2030,"Sierra Nevada Celebration Ale",218
1146,"India Pale Ale",500,11.39,1050,"Chocolate St",413
1147,"Belgian Strong Ale",1000,8.0,1580,"Orval Trappist Ale",137
1148,"India Pale Ale",500,1.69,1550,"St. Bernardus Abt 12",98
1149,"Amber Hybrid Beer",750,4.07,2040,"Chocolate St",129
1150,"English Brown Ale",1000,0.93,1280,"Hercules Double IPA",391
1151,"English Brown Ale",1000,11.89,1030,"Nugget Nectar",128
1152,"English Brown Ale",1000,1.27,1050,"Double Bastard Ale",121
1153,"German Wheat And Rye Beer",5000,10.63,8090,"Old Rasputin Russian Imperial Stout",211
1154,"Scottish And Irish Ale",5000,5.25,2830,"Oaked Arrogant Bastard Ale",193
1155,"Wood-aged Beer",1000,3.9,1820,"Nugget Nectar",221
1156,"Light Lager",750,0.13,530,"Brooklyn Black",253
1157,Bock,1000,3.98,1550,"Trois Pistoles",112
1158,"Belgian And French Ale",750,8.4,1880,"Shakespeare Oatmeal",334
1159,"Dark Lager",1000,12.97,1050,"Two Hearted Ale",445
1160,"Vegetable Beer",1000,1.86,2850,"La Fin Du Monde",265
1161,"English Pale Ale",330,8.2,8030,"Bell’s Expedition",74
1162,"Belgian And French Ale",5000,4.47,1550,"Storm King Stout",21
1163,"Light Lager",500,5.3,2030,"Stone Imperial Russian Stout",414
1164,"Strong Ale",750,1.74,1290,Maudite,338
1165,"German Wheat And Rye Beer",5000,8.43,2890,"Trois Pistoles",130
1166,Pilsner,5000,2.13,8020,"Hop Rod Rye",428
1167,"Belgian Strong Ale",5000,10.79,1540,"Hercules Double IPA",236
1168,Stout,500,6.12,1540,"Dreadnaught IPA",163
1169,"German Wheat And Rye Beer",500,9.34,8030,"Old Rasputin Russian Imperial Stout",404
1170,"Strong Ale",5000,8.36,1030,"Sapporo Premium",343
1171,"Merican Ale",750,2.49,590,Maharaj,314
1172,"Strong Ale",330,7.28,1520,"Chimay Grande Réserve",386
1173,"Light Hybrid Beer",1000,11.55,2820,Maharaj,284
1174,"European Amber Lager",750,9.17,2090,"Trois Pistoles",312
1175,"Belgian Strong Ale",750,2.55,1220,"Samuel Smith’s Oatmeal Stout",151
1176,"Scottish And Irish Ale",5000,11.02,1840,"Hercules Double IPA",399
1177,"Strong Ale",1000,5.78,1580,"Stone IPA",176
1178,"Amber Hybrid Beer",330,11.76,1240,"Old Rasputin Russian Imperial Stout",491
1179,"India Pale Ale",750,2.05,8040,"HopSlam Ale",56
1180,"European Amber Lager",750,4.33,8040,"Delirium Tremens",38
1181,"Light Hybrid Beer",1000,12.97,1590,"Orval Trappist Ale",76
1182,"Light Lager",1000,11.85,1880,"St. Bernardus Abt 12",408
1183,"Scottish And Irish Ale",750,7.96,540,"Trois Pistoles",140
1184,"Dark Lager",1000,9.65,580,"Samuel Smith’s Oatmeal Stout",112
1185,"Strong Ale",750,6.92,1820,"Samuel Smith’s Imperial IPA",399
1186,"Dark Lager",750,12.54,8050,"Edmund Fitzgerald Porter",37
1187,"German Wheat And Rye Beer",500,5.01,1250,"Orval Trappist Ale",64
1188,Porter,5000,0.77,2830,Hennepin,492
1189,"Belgian And French Ale",330,7.65,1230,"HopSlam Ale",178
1190,Bock,5000,8.81,1580,"Weihenstephaner Hefeweissbier",48
1191,"Belgian And French Ale",330,0.59,2820,"Alpha King Pale Ale",498
1192,"Sour Ale",5000,12.18,2050,"Celebrator Doppelbock",135
1193,Bock,5000,1.99,1040,"Edmund Fitzgerald Porter",354
1194,Porter,5000,5.31,1290,"Péché Mortel",448
1195,"Vegetable Beer",330,2.64,520,"Arrogant Bastard Ale",74
1196,"English Brown Ale",5000,12.02,1540,"Trappistes Rochefort 8",290
1197,"Dark Lager",750,4.32,1540,"La Fin Du Monde",298
1198,"Scottish And Irish Ale",750,8.21,1530,"HopSlam Ale",68
1199,"Amber Hybrid Beer",5000,0.06,1850,"Pliny The Elder",433
